,CollegeName,TotalRegistrations,State
2168,"SRI VENKATESWARA COLLEGE OF ENGINEERING (SVCK), KADAPA",1,Not Found
2169,SRI VENKATESWARA COLLEGE OF ENGINEERING KADAPA,1,Andhra Pradesh
2170,SRI VENKATESWARA COLLEGE OF ENGINEERING TIRUPATI,1,Andhra Pradesh
2171,"SRI VENKATESWARA COLLEGE OF ENGINEERING,KADAPA",1,Andhra Pradesh
2172,"SRI VENKATESWARA ENGINEERING COLLEGE, TIRUPATI",1,Not Found
2173,"SRI VENKATESWARA UNIVERSITY COLLEGE OF ENGINEERING, TIRUPATI",1,Andhra Pradesh
2174,SRI VENKATESWARA UNIVERSITY TIRUPATI,1,Andhra Pradesh
2175,SRI VIDHYA DEGREE COLLEGE,1,Andhra Pradesh
2176,SRI VISHNU ENGINEERING COLLEGE FOR WOMEN,1,Andhra Pradesh
2177,SRI VIVEKANANDA DEGREE COLLEGE,1,Andhra Pradesh
2178,SRI Y N COLLEGE,1,Andhra Pradesh
2179,BUCHAPALLI VENKAYAMMA SUBBAREDDY ENGINEERING COLLEGE,1,Andhra Pradesh
2180,BONNAM VENKATA CHALAMAYA INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Not Found
2181,BONNAM VENKATA CHALAMAYYA ENGINEERING COLLEGE,1,Andhra Pradesh
2182,BRADLEY UNIVERSITY,1,US
2183,BRILLIO TECHNOLOGY,1,Maharashtra
2184,BRINDAVAN VOLLEGE OF ENGENERING,1,Not Found
2185,BRN INFO TECH,1,Tamil Nadu
2186,BS ABDUR RAHMAN CRESCENT INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Not Found
2187,BITS GOA,1,Not Found
2188,SRINIVAS UNIVERSITY,1,Karnataka
2189,SRINIVAS UNIVERSITY COLLEGE OF ENGINEERING,1,Karnataka
2190,SRINIVASA CHEYYRU,1,Andhra Pradesh
2191,SRINIVASA ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
2192,SRINIVASA INSTITUTE ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
2193,SRINIVASA INSTITUTE OF ENGENEERING AND TECHNOLOGY,1,Andhra Pradesh
2194,SRINIVASA INSTITUTE OF ENGINEERING & TECHNOLO,1,Andhra Pradesh
2195,SRINIVASA INSTITUTE OF ENGINEERING AND TECHNOLEDGE,1,Andhra Pradesh
2196,"SRM UNIVERSITY , KTR, CHENNAI",1,Tamil Nadu
2197,SRM UNIVERSITY CHENNAI,1,Not Found
2198,SRM UNIVERSITY CHENNAI RAMAPURAM,1,Not Found
2199,SRM UNIVERSITY OF KATTANKULATHUR CAMPUS,1,Tamil Nadu
2200,"SRINIVASA RAMANUJAN INSTITUTION OF TECHNOLOGY, BKS MANDAL,ANANTAPUR , ANDHRAPRADESH",1,Andhra Pradesh
2201,SRKR (SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE),1,Andhra Pradesh
2202,SRKR ENGINEERING COLLEGE BHIMAVARAM,1,Not Found
2203,SRKR ENGINEERING COLLEGE BHIMAWARAM,1,Andhra Pradesh
2204,"SRKR ENGINNEERING COLLEGE,BHIMAVARAM",1,Andhra Pradesh
2205,SRKR- SAGI RAMA KRISHNAM RAJU ENGINEERING COLLEGE,1,Andhra Pradesh
2206,SRM EASWARI ENGINEERING COLLEGE,1,Tamil Nadu
2207,SRIIT,1,Andhra Pradesh
2208,"BONAM VENKATA CHALAMAYYA ENGINEERING COLLEGE,ODALAREVU",1,Andhra Pradesh
2209,"BONAM VENKATA CHALAMAYYA INSTITUTE OF TECHNOLOGY AND SCIENCE, BATLAPAEM,AMALAPURAM.",1,Not Found
2210,BONAM VENKATA CHALAMMAYA ENGINEERING COLLEGE,1,Andhra Pradesh
2211,BONAM VENKATA CHALAMMAYAH,1,Andhra Pradesh
2212,SRM institute of Science and Technology,1,Tamil Nadu
2213,SRMAP,1,Andhra Pradesh
2214,SRMAP UNIVERSITY,1,Andhra Pradesh
2215,SRMAP- AMARAVATI,1,Not Found
2216,SRMIST RMP,1,Tamil Nadu
2217,SRU UNVERISY,1,Haryana
2218,SS&C,1,Telangana
2219,SSR DEGREE COLLEGE,1,Andhra Pradesh
2220,SRM INSTITUTE OF SCIENCE & TECHNOLOGY,1,Not Found
2221,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY KATTANKULATHUR,1,Tamil Nadu
2222,"SRM INSTITUTE OF SCIENCE AND TECHNOLOGY, CHENNAI",1,Tamil Nadu
2223,"SRM INSTITUTE OF SCIENCE AND TECHNOLOGY, CHENNAI, TAMIL NADU",1,Tamil Nadu
2224,SRM INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Tamil Nadu
2225,"SRM RAMAPURAM,CHENNAI",1,Not Found
2226,SRM TRP TRICHY,1,Not Found
2227,"SRM UNIVERSITY , AP",1,Andhra Pradesh
2228,BITS HYDERABAD,1,Not Found
2229,BITS PILANI,1,Rajasthan
2230,"BITS PILANI, HYDERABAD CAMPUS",1,Telangana
2231,BIZGAZE LIMITED,1,Telangana
2232,BLEKINGE INSTITUTE OF TECHNOLOGY,1,SWEDEN
2233,BML MUNJAL UNIVERSITY,1,Haryana
2234,BMR DEGREE COLLEGE GAJWEL,1,Telangana
2235,BMS INSTITUTE OF TECHNOLOGY AND MANAGEMENT,1,Not Found
2236,BMSCE,1,Karnataka
2237,BONAM VENKATA CHALAMAYYA,1,Andhra Pradesh
2238,BONAM VENKATA CHALAMAYYA ENGINEERING COLLEGE ODALREVU,1,Andhra Pradesh
2239,BHARGAVI DADITHOTHA,1,Telangana
2240,SRM UNIVERSITY RAMAPURAM,1,Tamil Nadu
2241,"SRM UNIVERSITY, KATTANKULATHUR , CHENNAI",1,Tamil Nadu
2242,"SRM UNIVERSITY,AP",1,Not Found
2243,SRM UNIVERSITY-AP.,1,Andhra Pradesh
2244,ST MARY’S ENGINEERING COLLAGE,1,Telangana
2245,ST PAUL'S DEGREE CLG,1,Telangana
2246,"ST .JOSEPH'S COLLEGE OF ENGINEERING,CHENNAI.",1,Tamil Nadu
2247,ST .MARY'S ENGINNERING COLLEGE,1,Telangana
2248,ST ANN'S COLLEGE OF ENGINEERING AND TECHNOLOGY IN CHIRALA,1,Andhra Pradesh
2249,ST ANN'S ENGINEERING COLLEGE,1,Telangana
2250,ST ANNA'S COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
2251,ST ANNS COLLEGE FOR WOMEN,1,Telangana
2252,ST ANNS COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
2253,ST ANNS COLLEGE OF ENGINEERING AND TECHNOLOGY CHIRALA,1,Not Found
2254,ST FRANCIS COLLEGE FOR WOMEN,1,Telangana
2255,ST FRANCIS XAVIER DEGREE COLLEGE,1,Not Found
2256,ST JOSEPH DEGREE COLLEGE,1,Andhra Pradesh
2257,ST JOSEPH WOMEN DEGREE COLLEGE,1,Andhra Pradesh
2258,ST JOSEPH'S COLLEGE OF ENGINEERING CHENNAI,1,Tamil Nadu
2259,SRM UNIVERSITY OF SCIENCE AND TECHNOLOGY,1,Tamil Nadu
2260,ST. JOSEPHS INSTITUTE OF TECHNOLOGY,1,Tamil Nadu
2261,ST. MARY'S CENTENARY DEGREE COLLEGE,1,Telangana
2262,ST. MARY'S CENTENERY DEGREE COLLEGE,1,Telangana
2263,ST. MARY'S GROUP OF INSTITUTION HYDERABAD,1,Telangana
2264,"ST. MARY'S WOMENS ENGINEERING COLLEGE, BUDAMPADU",1,Andhra Pradesh
2265,ST JOSEPH'S DEGREE AND PG COLLEGE,1,Telangana
2266,ST JOSEPH'S DEGREE COLLEGE,1,Andhra Pradesh
2267,ST JOSEPH'S INSTITUTE OF TECHNOLOGY,1,Tamil Nadu
2268,ST MARTINS ENGINEERING COLLEGE,1,Telangana
2269,ST MARY ENGINEERING COLLEGE,1,Telangana
2270,ST MARY'S COLLEGE,1,Tamil Nadu
2271,ST MARY'S ENGINEERING COLLEGE DESMUKI HYDERABAD,1,Telangana
2272,ST MARY'S GROUP OF INSTITUTIONS GUNTUR,1,Andhra Pradesh
2273,ST MARY'S GROUP OF INSTITUTIONS GUNTUR FOR WOMEN,1,Andhra Pradesh
2274,ST MARY'S GROUP OF INSTITUTIONS HYDERABAD,1,Telangana
2275,ST MARY'S INTEGRATED CAMPUS,1,Telangana
2276,BHAVANS VIVEKANANDA DEGREE COLLEGE,1,Telangana
2277,BHEEMA INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Not Found
2278,BHEEMANNA KHANDRE INSTITUTE OF TECHNOLOGY,1,Karnataka
2279,BIPIN TRIPATHI KAUMO INSTITUTE OF TECHNOLOGY,1,Uttarakhand
2280,"BIRLA INSTITUTE OF APPLIED SCIENCES, BHIMTAL",1,Uttarakhand
2281,"BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCES, PILANI",1,Not Found
2282,BIRLA INSTITUTE OF TECHNOLOGY MESRA,1,Jharkhand
2283,"BIRLA INSTITUTE OF TECHNOLOGY, MESRA",1,Not Found
2284,BIRLASOFT,1,Maharashtra
2285,"BIRSA INSTITUTE OF TECHNOLOGY, SINDRI, DHANBAD",1,Jharkhand
2286,BITS - BALAJI INSTITUTE OF TECHNOLOGY AND SCI,1,Andhra Pradesh
2287,BASI REDDY MEMORIAL DEGREE COLLEGE,1,Andhra Pradesh
2288,ST PETER'S ENGINEERING COLLEGE HYDERABAD,1,Telangana
2289,"ST VINCENT PG COLLEGE, OSMANIA UNIVERSITY",1,Telangana
2290,"ST. JOSEPH'S COLLEGE OF ENGINEERING, CHENNAI",1,Tamil Nadu
2291,ST. JOSEPHS DEGREE & PG COLLEGE,1,Telangana
2292,ST.MARYS GROUP OF INSTITUTIONS GUNTUR,1,Not Found
2293,STIDEVI WOMEN’S ENGINEERING COLLEGE,1,Telangana
2294,STUDENT AT RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGIES,1,Andhra Pradesh
2295,STUDY WORLD COLLEGE OF ENGINEERING,1,Tamil Nadu
2296,SUMATHI REDDY INSTITUTE OF TECHNOLOGY FOR WOMEN,1,Not Found
2297,ST. PAULS DEGREE & PG COLLEGE,1,Telangana
2298,ST. THOMAS' COLLEGE OF ENGINEERING AND TECHNOLOGY,1,West Bengal
2299,ST.ANN'S COLLEGE FOR WOMEN,1,Telangana
2300,ST.ANNS COLLEGE FOR WOMENS,1,Telangana
2301,ST.FRANCIS DEGREE COLLEGE,1,Telangana
2302,ST.JOSEPH'S INSTITTUE OF TECHNOLOGY,1,Tamil Nadu
2303,ST.JOSEPH’S COLLEGE OF ENGINEERING CHENNAI,1,Tamil Nadu
2304,ST.MARRYS ENGINEERING COLLEGE,1,Telangana
2305,ST.MARTIN'S ENGINEERING COLLEGE,1,Not Found
2306,BHAVAN'S VIVEKANANDA COLLEGE,1,Telangana
2307,BHAVANS VIVEKANANDA COLLEGE,1,Telangana
2308,BBCIT,1,Karnataka
2309,BBCIT - BANKATLAL BADRUKA COLLEGE FOR INFORMATION TECHNOLOGY,1,Gujarat
2310,BCBST,1,-
2311,BCRIT,1,Gujarat
2312,BEATROOT FINSERV PVT LTD,1,Not Found
2313,BEST INNOVATION UNIVERSITY,1,Rajasthan
2314,BHAGWAN PARSHURAM INSTITUTE OF TECHNOLOGY,1,Not Found
2315,BHAGWANT UNIVERSITY,1,Rajasthan
2316,BHARATH INSTITUTE OF HIGHER EDUCATION AND RESEARCH(CHENNAI),1,Not Found
2317,BHARATH INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Tamil Nadu
2318,BHARATIYA ENGINEERING SCIENCE AND TECHNOLOGY INNOVATION UNIVERSITY,1,West Bengal
2319,"B.V.RAJU COLLEGE, BHIMAVARAM",1,Andhra Pradesh
2320,ST.MARY'S CENTENARY DEGREE COLLEGE,1,Telangana
2321,ST.MARY'S ENGEENERING COLLEGE,1,Telangana
2322,ST.MARY'S INTEGRATED CAMPUS HYDERABAD,1,Telangana
2323,ST.MARYS GROUP OF INSTITUTIONS FOR WOMEN GUNTUR,1,Andhra Pradesh
2324,SWARANDHARA COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
2325,SWARNA BHARATHI INSTITUTE SCIENCE AND TECHNOLOGY,1,Andhra Pradesh
2326,SWARNA BHARITHI INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Telangana
2327,SWARNANDHRA COLLEGE OF ENGINEERING TECHNOLOGY,1,Andhra Pradesh
2328,SUNY NEW PALTZ & WASHINGTON UNIVERSITY OF SCIENCE AND TECHNOLOGY,1,New York
2329,SUVEGA TECHNOLOGIES PVT LTD,1,Telangana
2330,"SVCE - SRI VENKATESWARA COLLEGE OF ENGINEERING , TIRUPATI",1,Not Found
2331,SVCET,1,Andhra Pradesh
2332,SVCN : SREE VENKATESWARA COLLEGE OF ENGINEERING,1,Andhra Pradesh
2333,SVECW - SHRI VISHNU ENGINEERING COLLAGE FOR WOMEN,1,Andhra Pradesh
2334,SVECW - SHRI VISHNU ENGINEERING COLLEGE FOR WOMEN,1,Andhra Pradesh
2335,SVECW-SHRI VISHNU ENGINEERING COLLEGE FOR WOMEN,1,Andhra Pradesh
2336,SVIT,1,Maharashtra
2337,SVKM'S DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,1,Maharashtra
2338,SVR COLLEGE OF MANAGEMENT STUDIES,1,Maharashtra
2339,ST.MARY ENGINEERING COLLEGE,1,Telangana
2340,BADDAM BALREDDY BUSINESS SCHOOL,1,Telangana
2341,BALLARI INSTITUTE OF TECHNOLOGY & MANAGEMENT,1,Karnataka
2342,BANARAS HINDU UNIVERSITY,1,Uttar Pradesh
2343,BANASTHALI VIDHYAPITH,1,Rajasthan
2344,BANGALORE INSTITUTE OF TECHNOLOGY,1,Karnataka
2345,BANGALORE INSTITUTE OF TECHNOLOGY BENGALURU,1,Karnataka
2346,BANK OF BARODA,1,Gujarat
2347,BANKATLAL BADRUKA COLLEGE FOR INFORMATION AND TECHNOLOGY,1,West Bengal
2348,BANKATLAL BADRUKA COLLEGE OF INFORMATION AND TECHNOLOGY,1,Not Found
2349,BASAR IIIT,1,Telangana
2350,SVU,1,Not Found
2351,"SVU, TIRUPATI",1,Andhra Pradesh
2352,SWAMI VIVEKANAND INSTITUTE OF TECHNOLOGY,1,Chhattisgarh
2353,SWAMI VIVEKANANDA INSTITUTE OF TECHNOLOGY,1,West Bengal
2354,SWAMI VIVEKANANDA INSTITUTE OF TECHNOLOGY SECUNDERABAD,1,Telangana
2355,SWAMINARAYAN GURUKUL INTERNATIONAL SCHOOL,1,Gujarat
2356,T-MOBILE,1,-
2357,TALLA PADMAVATHI COLLEGE OF ENGINEERING,1,Telangana
2358,TARA GOVERNMENT DEGREE COLLEGE,1,Telangana
2359,SWET - SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY,1,West Bengal
2360,"SYMBIOSIS INSTITUTE OF TECHNOLOGY,PUNE",1,Not Found
2361,Sanskriti school of engineering,1,Uttar Pradesh
2362,Sathyabama Institute of Science and Technology,1,Tamil Nadu
2363,Serole technologies,1,Tamil Nadu
2364,Shri Vishnu Engineering College For Womens Women,1,Andhra Pradesh
2365,Simform,1,Kerala
2366,Singareni collieries polytechnic,1,Telangana
2367,Spectrum institute of management and computer science,1,Telangana
2368,Sri Sairam Engineering College,1,Tamil Nadu
2369,Srm University,1,Tamil Nadu
2370,St Mary Degree College,1,Telangana
2371,BABU BANARASI DAS UNIVERSITY,1,Uttar Pradesh
2372,TEMPLE UNIVERSITY,1,Not Found
2373,TERI SCHOOL OF ADVANCED STUDIES,1,Delhi
2374,TEXAS A&M,1,US
2375,TEXAS A&M CORPUS CHRISTI,1,US
2376,St Mary's Engineering college,1,Telangana
2377,St Mary's centenary Degree college,1,Telangana
2378,St Mary's centenary degree College,1,Telangana
2379,St Paul's degree & pg College,1,Telangana
2380,St Paul's degree and pg college,1,Telangana
2381,St Paul's degree college,1,Telangana
2382,St.,1,-
2383,St. Joseph’s degree college,1,Telangana
2384,St. Mary's Centenary Degree College,1,Telangana
2385,St.Mary's college,1,Tamil Nadu
2386,Swarnaandhra College of Engineering and Technology,1,Andhra Pradesh
2387,T JOHN INSTITUTE OF TECHNOLOGY,1,Karnataka
2388,AVN ENGINEERING INSTITUTE OF TECHNOLOGY,1,Telangana
2389,AVNIET,1,Punjab
2390,AZAD - AZAD COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
2391,"Acharya Narendra Dev College, University Of Delhi",1,Delhi
2392,Algoleap Technologies Pvt Ltd,1,Telangana
2393,Army Institute of Technology Pune,1,Maharashtra
2394,B S ABDUR RAHMAN CRESCENT INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Not Found
2395,B V C ENGINEERING COLLEGE,1,Telangana
2396,B. S. ABDUR RAHMAN CRESCENT INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Not Found
2397,"AURORA PG COLLEGE,RAMANTHAPUR",1,Telangana
2398,TECH OPTIMA PRIVATE LIMITED,1,Telangana
2399,TECHMAHINDRA,1,Maharashtra
2400,TECHNO MAIN SALTLAKE,1,West Bengal
2401,TEGALLA KRISHNA REDDY COLLEGE,1,Andhra Pradesh
2402,TEKEDGE SOLUTIONS,1,Telangana
2403,TELANGANA MAHILA UNIVERSITY,1,Telangana
2404,TRR COLLEGE OF TECHNOLOGY POLYTECHNIC,1,Telangana
2405,TSWRDC MAHENDRAHILLS AFFILIATED WITH OSMANIA UNIVERSITY,1,Telangana
2406,TSWRDC W KARIMNAGAR,1,Telangana
2407,TEXAS A&M UNIVERSITY,1,US
2408,TEXAS A&M UNIVERSITY-CORPUS CHRISTI,1,Not Found
2409,TGRS JC BOYS TOOPRAN,1,Telangana
2410,THARKA DIGITAL PVT LTD,1,Telangana
2411,THE ICFAI FOUNDATION OF HIGHER EDUCATION,1,Not Found
2412,THE ICFAI UNIVERSITY RAIPUR,1,Chhattisgarh
2413,THE IHFE,1,Goa
2414,THEEGALA KRISHNA REDDY ENGINEERING COLLEGE,1,Telangana
2415,"TIRUMALA ENGINEERING COLLEGE, JONNALAGADDA, NARASARAOPET 522601",1,Andhra Pradesh
2416,"TIRUMALA ENGINNERING COLLEGE, JONNALAGADDA",1,Andhra Pradesh
2417,AVINASHILINGAM INSTITUTE FOR HOME SCIENCE AND HIGHER EDUCATION FOR WOMEN,1,Tamil Nadu
2418,AVINASHILINGAM INSTITUTE FOR HOME SCIENCE AND HIGHER EDUCATION FOR WOMEN'S,1,Tamil Nadu
2419,AVINASHILINGAM UNIVERSITY,1,Tamil Nadu
2420,UCLA,1,US
2421,UGC autonomous affiliated with JNTUH,1,Telangana
2422,UNC CHARLOTTE,1,US
2423,UNH,1,Himachal Pradesh
2424,UNITY DEGREE COLLEGE,1,Uttar Pradesh
2425,UNIVERSAL AI UNIVERSITY,1,Maharashtra
2426,TKM COLLEGE OF ENGINEERING KOLLAM,1,Not Found
2427,"TKM COLLEGE OF ENGINEERING, KARICODE, KOLLAM , KERALA",1,Kerala
2428,"TKM COLLEGE OF ENGINEERING, KOLLAM, KERALA, 691005",1,Not Found
2429,"TKM COLLEGE OF ENGINEERING,KOLLAM",1,Kerala
2430,TKM College of Engineering,1,Kerala
2431,TKR COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
2432,TOCE,1,Kerala
2433,TORRENS UNIVERSITY,1,AUSTRALIA
2434,TRIDENT ACADEMY OF TECHNOLOGY,1,Odisha
2435,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY PEDDAPALLI,1,Telangana
2436,AURORA'S TECHNOLOGICAL AND RESEARCH INSTITUTE,1,Telangana
2437,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,1,Telangana
2438,AV COLLEGE,1,Telangana
2439,AV COLLEGE OF ARTS SCIENCE AND COMMERCE,1,Not Found
2440,AVANTHI DEGREE COLLEGE,1,Telangana
2441,AVANTHI INSTITUTE OF PHARMACEUTICAL SCIENCES,1,Not Found
2442,AVANTHI'S RESEARCH AND TECHNOLOGICAL ACADEMY,1,Telangana
2443,AVANTI PG COLLEGE,1,Telangana
2444,"ASSAM UNIVERSITY, SILCHAR",1,Assam
2445,Tala Padmavathi college of engineering (Autonomous ),1,Telangana
2446,Techno International Newtown,1,West Bengal
2447,Terralogic software solutions Pvt Ltd,1,Telangana
2448,Tesco,1,Telangana
2449,Thalla Padmavathi,1,Telangana
2450,UCD,1,Not Found
2451,UCET MAHATMA GANDHI UNIVERSITY,1,Kerala
2452,UNIVERSITY OF DELAWARE,1,US
2453,UNIVERSITY COLLEGE OF ENGINEERING,1,Odisha
2454,"UNIVERSITY COLLEGE OF ENGINEERING ,OSMAINA UNIVERSITY",1,Telangana
2455,UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,1,Odisha
2456,UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN(KAKATIYA UNIVERSITY),1,Telangana
2457,UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY MAHATAMA GANDHI UNIVERSITY,1,Kerala
2458,UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY MAHATAMA GANDHI UNIVERSITY NALGONDA,1,Telangana
2459,"UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY MAHATMA GANDHI UNIVERSITY, NALGONDA",1,Telangana
2460,UNIVERSITY COLLEGE OF ENGINEERING JNTUK,1,Andhra Pradesh
2461,"UNIVERSITY COLLEGE OF ENGINEERING KAKINADA , JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY KAKINADA, UCEK JNTUK",1,Andhra Pradesh
2462,UNIVERSITY COLLEGE OF ENGINEERING KAKINADA AUTONOMOUS,1,Andhra Pradesh
2463,UNIVERSITY COLLEGE OF ENGINEERING OSMANIA,1,Telangana
2464,TYNYBAY PRIVATE LIMITED,1,Telangana
2465,AURORA UNIVERSITY,1,Haryana
2466,AURORA'S DEGREE& PG COLLEGE,1,Telangana
2467,AURORA'S PG COLLEGE,1,Telangana
2468,UNIVERSITY OF ILLINOIS SPRINGFIELD,1,US
2469,UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN,1,US
2470,UNIVERSITY OF LEICESTER,1,-
2471,UNIVERSITY OF MARYLAND,1,US
2472,"UNIVERSITY OF MARYLAND, BALTIMORE COUNTY",1,US
2473,UNIVERSITY OF MICHIGAN-DEARBORN,1,US
2474,"UNIVERSITY COLLEGE OF MANAGEMENT HYDERABAD, JNTUH",1,Telangana
2475,UNIVERSITY COLLEGE OF SCIENCE SAIFABAD,1,Telangana
2476,UNIVERSITY COLLEGE OF SCIENCE SAIFABAD (OU),1,Telangana
2477,"UNIVERSITY COLLEGE OF SCIENCE, SAIFABAD",1,Telangana
2478,UNIVERSITY OF ALABAMA AT BIRMINGHAM,1,US
2479,"UNIVERSITY OF BEDFORDSHIRE, UNITED KINGDOM",1,US
2480,UNIVERSITY OF BRIDEPORT,1,US
2481,UNIVERSITY OF BRISTOL,1,ENGLAND
2482,UNIVERSITY OF CINCINNATI,1,US
2483,UNIVERSITY OF CONNECTICUT,1,US
2484,AUCE - ANDHRA UNIVERSITY COLLEGE OF ENGINEERING,1,Not Found
2485,AUDI SANKAR COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Kerala
2486,AUDISANKARA ENGINEERING COLLEGE,1,Andhra Pradesh
2487,AUDISANKARA INSTITUTE OF TECHNOLOGY,1,Andhra Pradesh
2488,AURORA HIGHER EDUCATION AND RESEARCH ACADEMY,1,Telangana
2489,AURORA PG COLLEGE,1,Telangana
2490,AURORA PG COLLEGE RAMANTHAPUR,1,Telangana
2491,"AURORA PG COLLEGE, RAMANTHAPUR",1,Telangana
2492,APOLLO INSTITUTE OF AGRICULTURE AND RESEARCH,1,Tamil Nadu
2493,UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,1,West Bengal
2494,UNIVERSITY OF FINDLAY,1,US
2495,UNIVERSITY OF FLORIDA,1,US
2496,UNIVERSITY OF GENEVA,1,Switzerland
2497,UNIVERSITY OF HERTFORDSHIRE,1,ENGLAND
2498,UNIVERSITY OF HOUSTON,1,US
2499,UNIVERSITY OF ILLINOIS CHICAGO,1,US
2500,VAAGDEVI COLLEGE OF ENGINEERING,1,Telangana
2501,VAAGDEVI DEGREE AND PG COLLEGE HANUMAKONDA,1,Telangana
2502,VAAGDEVI ENGENEERING COLLEGE,1,Telangana
2503,UNIVERSITY OF MISSOURI,1,US
2504,UNIVERSITY OF MISSOURI KANSAS CITY,1,US
2505,UNIVERSITY OF NEWHAVEN,1,US
2506,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,1,US
2507,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,1,US
2508,"UNIVERSITY OF NORTH TEXAS,DENTON",1,US
2509,UNIVERSITY OF OTTAWA,1,CANADA
2510,UNIVERSITY OF PETROLEUM AND ENERGY STUDIES,1,Uttarakhand
2511,UNIVERSITY OF STERLING,1,Not Found
2512,UNIVERSITY OF VISVESVARAYA COLLEGE OF ENGINEERING,1,Karnataka
2513,"USAR,GGSIPU",1,Delhi
2514,USHODAYA DEGREE COLLEGE,1,Andhra Pradesh
2515,ATRIA INSTITUTE OF TECHNOLOGY,1,Karnataka
2516,VASIREDDY VEKATADRI INSTITUTE OF TECHNOLOGY,1,Andhra Pradesh
2517,VASIREDDY VENKADHRI INSTITUTE OF TECHNOLOGY,1,Andhra Pradesh
2518,VASIREDDY VENKATADARI INSTITUTE OF TECHNOLOGY,1,Not Found
2519,VASIREDDY VENKATADRI INSTITUTE OF TECHNOLOGY ECHNOLOGY,1,Andhra Pradesh
2520,USMANIA UNIVERSITY,1,Telangana
2521,UTICA COLLEGE,1,Not Found
2522,UTTARANCHAL UNIVERSITY,1,Not Found
2523,Ushodaya degree college,1,Andhra Pradesh
2524,V R SIDDHARDHA ENGINEERING COLLEGE,1,Andhra Pradesh
2525,V R SIDDHARTHA ENGINEERING COLLEGE,1,Not Found
2526,V. S. B. ENGINEERING COLLEGE,1,Tamil Nadu
2527,V.S.B ENGINEERING COLLEGE,1,Tamil Nadu
2528,V.S.B ENGINEERING COLLEGE KARUR,1,Tamil Nadu
2529,V.S.B Engineering College,1,Tamil Nadu
2530,"V.S.B. ENGINEERING COLLEGE,KARUR",1,Tamil Nadu
2531,VAADGAVI ENGENEERING COLLEGE,1,Maharashtra
2532,APPLITECH TECHNOLOGIES,1,-
2533,"APS COLLEGE OF ENGINEERING (VTU), KARNATAKA",1,Karnataka
2534,ARTIHCUS GLOBAL PVT,1,Not Found
2535,ASCENCIA MALTA BUSINESS SCHOOL,1,Malta
2536,ASCENDION ENGINEERING VT LTD,1,Tamil Nadu
2537,ASHOKA WOMEN'S ENGINEERING COLLEGE KURNOOL,1,Andhra Pradesh
2538,"ASHOKA WOMEN'S ENGINEERING COLLEGE, KURNOOL",1,Andhra Pradesh
2539,ASPIRING ENTREPRENEUR,1,-
2540,ASRITHAKROTHA@GMAIL.COM,1,-
2541,ASSAM DOWN TOWN UNIVERSITY,1,Assam
2542,ASSAM KAZIRANGA UNIVERSITY,1,Assam
2543,ANJIRACHAPI143@GMAOL.COM,1,-
2544,VAAGDEVIENGEERINGCOLLEGE,1,Telangana
2545,VAGDEVI DEGREE COLLEGE,1,Telangana
2546,VARAPRASAD REDDY INSISTUTE OF TECNOLOGY,1,Telangana
2547,VARDHMAAN COLLEGE OF ENGINEERING,1,Telangana
2548,VELAGAOUDI RAMAKRISHNA ENGINEERING COLLEGE,1,Andhra Pradesh
2549,VELAGAPUDI RAMAKRISHNA SIDDARDHA ENGINEERING COLLEGE,1,Andhra Pradesh
